#{"t_start": 1766914283.692569, "env_id": "None"}
r,l,t
-20.0,1,0.732546
-20.0,1,0.732573
-20.0,1,0.733006
-20.0,1,0.733038
-20.0,1,0.733065
6.208006,3,0.733531
7.223251,3,0.734005
-20.0,1,0.734038
-20.0,1,0.734065
-20.0,1,0.734092
-20.0,1,0.734543
6.264776,3,0.734676
-20.0,1,0.735136
6.962831,3,0.735262
-20.0,1,0.735706
6.930034,3,0.735838
-20.0,1,0.73627
-19.8,3,0.736344
-20.0,1,0.736791
-20.0,1,0.736827
-19.8,3,0.737336
6.786575,3,0.737422
-20.0,1,0.737868
-20.0,1,0.737904
-20.0,1,0.737936
-20.0,1,0.737965
-20.0,1,0.738431
-20.0,1,0.738469
-20.0,1,0.7385
-20.0,1,0.738528
-20.0,1,0.739018
-19.8,3,0.739097
-20.0,1,0.73952
-20.0,1,0.739559
-20.0,1,0.739614
-20.0,1,0.739645
-20.0,1,0.740077
-20.0,1,0.740108
6.017865,3,0.740649
-20.0,1,0.74069
7.090298,3,0.741234
-0.323509,3,0.741317
6.296798,3,0.741889
-20.0,1,0.741921
-20.0,1,0.742353
-20.0,1,0.742385
-19.9,2,0.74245
-20.0,1,0.742883
-20.0,1,0.742917
7.411735,3,0.743429
-20.0,1,0.743483
-20.0,1,0.743511
-20.0,1,0.743538
-19.9,2,0.744047
5.967911,3,0.744543
-20.0,1,0.744576
-20.0,1,0.744612
6.820906,3,0.745136
7.078969,3,0.745687
-20.0,1,0.74572
-6.899531,3,0.746274
-20.0,1,0.746313
-20.0,1,0.746367
-20.0,1,0.746398
-19.9,2,0.746839
-20.0,1,0.746872
-20.0,1,0.746922
7.482702,3,0.747391
-20.0,1,0.747421
6.988425,3,0.747885
-20.0,1,0.747935
-20.0,1,0.748363
6.962048,3,0.748495
-20.0,1,0.748924
-20.0,1,0.748974
7.088986,3,0.749501
6.85011,3,0.749589
-20.0,1,0.750032
-20.0,1,0.750085
-20.0,1,0.750113
-20.0,1,0.75014
-19.9,2,0.750647
-20.0,1,0.750705
-20.0,1,0.750735
-20.0,1,0.751163
-20.0,1,0.751199
-20.0,1,0.751247
-20.0,1,0.751274
-20.0,1,0.751699
-20.0,1,0.751735
-20.0,1,0.751786
-19.8,3,0.752312
-20.0,1,0.752344
8.020027,3,0.752835
-20.0,1,0.752886
-19.8,3,0.753481
-20.0,1,0.75351
-20.0,1,0.753537
-20.0,1,0.754062
6.236402,3,0.754295
-20.0,1,0.75475
-20.0,1,0.754783
-20.0,1,0.754831
-19.9,2,0.755302
-20.0,1,0.755339
-20.0,1,0.75537
-20.0,1,0.755423
-20.0,1,0.755872
-20.0,1,0.755907
-20.0,1,0.755934
-20.0,1,0.755979
-20.0,1,0.756434
6.91445,3,0.756616
7.032363,3,0.757165
-20.0,1,0.75722
6.992945,3,0.757692
-20.0,1,0.757725
-20.0,1,0.758165
-20.0,1,0.758215
-19.9,2,0.758262
-20.0,1,0.758672
-20.0,1,0.758704
-20.0,1,0.758751
-20.0,1,0.758781
5.99266,3,0.759257
-20.0,1,0.759289
-20.0,1,0.75974
-20.0,1,0.759771
-20.0,1,0.759798
-19.9,2,0.760297
-20.0,1,0.760354
-20.0,1,0.760385
6.880541,3,0.760909
6.217209,3,0.761502
-19.9,2,0.761586
7.224873,3,0.762058
-20.0,1,0.762087
-20.0,1,0.762114
-20.0,1,0.762556
-20.0,1,0.76259
6.949824,3,0.76313
6.867659,3,0.763213
-20.0,1,0.763681
6.815532,3,0.763807
6.840329,3,0.764272
-20.0,1,0.764302
-20.0,1,0.764753
-20.0,1,0.764783
-20.0,1,0.764809
-20.0,1,0.764833
-20.0,1,0.765267
-20.0,1,0.765299
-20.0,1,0.765325
-19.9,2,0.765769
6.968809,3,0.765926
-20.0,1,0.766353
-20.0,1,0.766385
-19.9,2,0.766484
5.967308,3,0.766999
-20.0,1,0.767027
6.884706,3,0.767491
6.882953,3,0.767948
-19.8,3,0.768482
-20.0,1,0.768515
-20.0,1,0.76854
6.950608,3,0.768992
-19.8,3,0.769482
5.914408,3,0.769609
6.970337,3,0.770111
-20.0,1,0.770146
-20.0,1,0.77062
6.824692,3,0.770758
-20.0,1,0.771235
-20.0,1,0.771276
-20.0,1,0.771333
-20.0,1,0.771364
-20.0,1,0.771819
-20.0,1,0.771851
-20.0,1,0.771898
-20.0,1,0.771929
6.96126,3,0.772404
-20.0,1,0.772432
-20.0,1,0.772881
-20.0,1,0.772913
-20.0,1,0.772939
-20.0,1,0.772965
-20.0,1,0.773402
-20.0,1,0.773444
-20.0,1,0.77347
-20.0,1,0.773495
-20.0,1,0.773944
-19.9,2,0.774013
-20.0,1,0.77404
-20.0,1,0.77446
-20.0,1,0.774509
-20.0,1,0.774535
-20.0,1,0.774561
6.951981,3,0.775085
6.094921,3,0.775599
-20.0,1,0.775629
6.866207,3,0.776134
-20.0,1,0.776166
-20.0,1,0.776216
-20.0,1,0.776641
-20.0,1,0.776678
-20.0,1,0.776708
7.189179,3,0.777265
-20.0,1,0.777302
-20.0,1,0.77733
-20.0,1,0.777788
-19.9,2,0.777912
-20.0,1,0.777943
-20.0,1,0.778354
7.075601,3,0.77848
-20.0,1,0.778911
6.841348,3,0.77904
-20.0,1,0.779455
-20.0,1,0.77949
-20.0,1,0.77954
-20.0,1,0.779569
6.874495,3,0.780077
-20.0,1,0.780106
-20.0,1,0.780536
-20.0,1,0.780572
-20.0,1,0.780602
-20.0,1,0.78064
6.480175,3,0.781233
-20.0,1,0.781268
-20.0,1,0.781703
-20.0,1,0.781735
-20.0,1,0.781785
-20.0,1,0.781812
-20.0,1,0.782246
-20.0,1,0.78228
-20.0,1,0.782327
-19.9,2,0.782813
-20.0,1,0.78285
6.87194,3,0.783335
-20.0,1,0.783391
6.861913,3,0.783899
6.904323,3,0.784032
-20.0,1,0.78445
-20.0,1,0.784507
-20.0,1,0.784537
-20.0,1,0.784565
-20.0,1,0.784993
-20.0,1,0.785044
-19.9,2,0.785092
-19.9,2,0.785575
-20.0,1,0.785608
-20.0,1,0.785659
-20.0,1,0.786086
-20.0,1,0.786121
-20.0,1,0.786149
-20.0,1,0.786197
-20.0,1,0.786635
-20.0,1,0.786692
-20.0,1,0.786723
6.932196,3,0.787305
-19.8,3,0.788084
-20.0,1,0.788123
-20.0,1,0.788153
-20.0,1,0.788205
-20.0,1,0.78865
6.927483,3,0.788735
-20.0,1,0.789186
6.971845,3,0.789386
-20.0,1,0.789818
-20.0,1,0.789855
-20.0,1,0.789884
-19.9,2,0.790369
-20.0,1,0.790401
-20.0,1,0.790428
6.995557,3,0.790897
-20.0,1,0.790951
-20.0,1,0.790982
-19.8,3,0.791502
-20.0,1,0.791531
-20.0,1,0.79199
6.98354,3,0.792063
-20.0,1,0.792498
-6.186908,3,0.792574
7.000195,3,0.793122
-19.9,2,0.793628
7.103632,3,0.793762
-19.8,3,0.794275
-20.0,1,0.794328
-20.0,1,0.794766
-20.0,1,0.794808
-20.0,1,0.794836
6.874774,3,0.79537
7.003972,3,0.795872
-20.0,1,0.795905
-7.766819,3,0.796421
-20.0,1,0.796474
-20.0,1,0.796502
-20.0,1,0.796528
-20.0,1,0.796941
-20.0,1,0.796991
7.930242,3,0.797553
-20.0,1,0.79759
6.942956,3,0.79806
-20.0,1,0.798112
-20.0,1,0.798141
-20.0,1,0.798167
7.002757,3,0.798659
-20.0,1,0.798713
-20.0,1,0.799133
-20.0,1,0.799164
-20.0,1,0.79919
-20.0,1,0.799234
-20.0,1,0.799643
8.100805,3,0.799781
-20.0,1,0.800229
6.93846,3,0.800426
-20.0,1,0.800841
-20.0,1,0.800875
-20.0,1,0.800901
-20.0,1,0.800944
-20.0,1,0.801358
-20.0,1,0.801392
-20.0,1,0.801418
-20.0,1,0.801468
-20.0,1,0.801906
-20.0,1,0.801941
-20.0,1,0.801968
-20.0,1,0.802013
-20.0,1,0.80246
-20.0,1,0.802492
-20.0,1,0.802519
-19.9,2,0.802992
6.948177,3,0.803175
6.872009,3,0.803759
-20.0,1,0.80379
-20.0,1,0.804256
-20.0,1,0.804313
-20.0,1,0.80435
-19.8,3,0.804867
-20.0,1,0.804922
-20.0,1,0.80495
-20.0,1,0.805374
5.927494,3,0.805516
-20.0,1,0.806
-20.0,1,0.806035
-8.712135,3,0.806611
1.230573,3,0.806697
-19.8,3,0.807252
-20.0,1,0.807286
-20.0,1,0.807703
6.933888,3,0.807834
-20.0,1,0.808276
-20.0,1,0.808311
-20.0,1,0.808342
-20.0,1,0.808369
-20.0,1,0.808808
-20.0,1,0.808843
6.903356,3,0.80932
-20.0,1,0.809353
6.843689,3,0.809887
-20.0,1,0.809919
-19.9,2,0.809962
-20.0,1,0.810382
6.941661,3,0.810533
-20.0,1,0.810941
-20.0,1,0.810973
-20.0,1,0.811
-20.0,1,0.811048
-20.0,1,0.81148
-20.0,1,0.811514
-20.0,1,0.811541
-3.001736,3,0.812094
6.901143,3,0.812548
6.958166,3,0.812684
-20.0,1,0.8131
-20.0,1,0.813157
-20.0,1,0.813185
-20.0,1,0.813212
-20.0,1,0.813648
9.19627,3,0.813755
-20.0,1,0.81421
8.325578,3,0.814286
-20.0,1,0.814707
-20.0,1,0.814761
6.873202,3,0.815329
-20.0,1,0.815362
-20.0,1,0.815391
-19.8,3,0.815879
-20.0,1,0.815914
6.883619,3,0.81643
-20.0,1,0.816468
-20.0,1,0.816521
-19.8,3,0.816971
7.017406,3,0.817485
-20.0,1,0.817516
-20.0,1,0.817565
-19.9,2,0.818004
-19.8,3,0.818514
-3.274423,3,0.81869
-20.0,1,0.819138
-20.0,1,0.819172
-20.0,1,0.819201
-20.0,1,0.819228
-20.0,1,0.819669
-20.0,1,0.819704
-20.0,1,0.819733
-8.708839,3,0.820314
7.960521,3,0.820837
-20.0,1,0.820878
8.053665,3,0.82138
7.116876,3,0.821463
-20.0,1,0.821949
-20.0,1,0.821983
6.887589,3,0.822496
-20.0,1,0.822534
7.202231,3,0.823054
-20.0,1,0.823088
-20.0,1,0.823114
7.027606,3,0.823606
6.997835,3,0.82414
-20.0,1,0.824175
7.078906,3,0.824692
-20.0,1,0.824725
-20.0,1,0.824774
6.887206,3,0.82534
6.924977,3,0.8258
-20.0,1,0.825837
5.983013,3,0.826316
6.931797,3,0.826396
-20.0,1,0.826819
5.920368,3,0.826948
-20.0,1,0.827384
-20.0,1,0.827416
-20.0,1,0.827443
-19.9,2,0.827876
5.987474,3,0.827969
7.222869,3,0.828484
-20.0,1,0.828514
-20.0,1,0.828923
-20.0,1,0.82898
-20.0,1,0.829008
-20.0,1,0.829036
6.904297,3,0.829504
-20.0,1,0.829557
-20.0,1,0.829976
6.880798,3,0.830155
-20.0,1,0.830574
6.932769,3,0.83071
-20.0,1,0.831124
-20.0,1,0.83116
-20.0,1,0.831188
5.931722,3,0.831755
-6.190519,3,0.832309
6.869619,3,0.83245
-5.696702,3,0.832985
-20.0,1,0.833044
-20.0,1,0.833496
-20.0,1,0.833531
-19.8,3,0.834075
6.898732,3,0.834225
-20.0,1,0.834643
-20.0,1,0.834677
-20.0,1,0.834706
-20.0,1,0.834754
-20.0,1,0.835188
-20.0,1,0.835224
-7.746086,3,0.835729
-20.0,1,0.83579
-20.0,1,0.835819
-20.0,1,0.835844
-20.0,1,0.836282
-19.9,2,0.836405
-20.0,1,0.836434
-20.0,1,0.836902
-20.0,1,0.836938
-20.0,1,0.837
-20.0,1,0.837035
-20.0,1,0.837501
-20.0,1,0.837538
-19.9,2,0.837609
-20.0,1,0.838047
-20.0,1,0.838083
-20.0,1,0.838114
6.871097,3,0.838684
5.964494,3,0.839226
-8.734496,3,0.839305
-20.0,1,0.839718
-19.8,3,0.839876
6.811498,3,0.840397
6.256616,3,0.840879
-20.0,1,0.840909
-20.0,1,0.840957
6.853942,3,0.841472
6.954512,3,0.84197
-20.0,1,0.842011
-20.0,1,0.842061
-19.9,2,0.84251
-20.0,1,0.842544
-20.0,1,0.842569
6.886598,3,0.843146
-19.9,2,0.843636
5.909621,3,0.843767
-19.8,3,0.844342
-19.9,2,0.844801
-20.0,1,0.844834
-20.0,1,0.844863
6.969693,3,0.84544
-20.0,1,0.845497
-20.0,1,0.845525
6.967517,3,0.84603
-19.8,3,0.846542
-20.0,1,0.846594
-20.0,1,0.846624
-19.8,3,0.847098
-20.0,1,0.847125
-19.8,3,0.847605
6.931572,3,0.848131
-20.0,1,0.848163
-20.0,1,0.848191
-20.0,1,0.848649
-20.0,1,0.848683
-20.0,1,0.848709
-20.0,1,0.848734
-19.9,2,0.84921
-20.0,1,0.849238
6.081252,3,0.849736
-20.0,1,0.849779
-20.0,1,0.849828
6.842964,3,0.850278
-20.0,1,0.850307
7.007507,3,0.850816
-20.0,1,0.850867
-20.0,1,0.851297
-20.0,1,0.851331
-20.0,1,0.85136
-20.0,1,0.851405
-20.0,1,0.851844
6.945436,3,0.851979
-20.0,1,0.852408
-19.8,3,0.852554
-20.0,1,0.852996
-20.0,1,0.853028
-8.855335,3,0.85362
-20.0,1,0.85368
-20.0,1,0.853712
-20.0,1,0.853739
-20.0,1,0.854201
-20.0,1,0.854262
-20.0,1,0.854293
-20.0,1,0.854321
-20.0,1,0.854754
-20.0,1,0.854809
-20.0,1,0.854839
-20.0,1,0.854867
6.904176,3,0.855405
-19.9,2,0.855899
-20.0,1,0.855939
6.846127,3,0.856469
-20.0,1,0.856505
-20.0,1,0.856554
-20.0,1,0.856584
-20.0,1,0.857017
-20.0,1,0.857048
6.884676,3,0.857547
-20.0,1,0.857583
-20.0,1,0.857615
-20.0,1,0.857644
-20.0,1,0.858083
-20.0,1,0.858122
6.868363,3,0.858618
7.006639,3,0.858751
-20.0,1,0.85921
6.563097,3,0.859294
-19.9,2,0.859735
-20.0,1,0.859767
-20.0,1,0.859818
6.914406,3,0.860324
7.024234,3,0.860852
-20.0,1,0.860883
6.934247,3,0.861371
-20.0,1,0.8614
-20.0,1,0.861426
-20.0,1,0.861846
-20.0,1,0.8619
-20.0,1,0.861928
-7.703639,3,0.862445
-20.0,1,0.862485
-20.0,1,0.862535
-20.0,1,0.862955
1.22227,3,0.863138
-20.0,1,0.863568
-20.0,1,0.863623
-20.0,1,0.863654
5.959313,3,0.864173
-20.0,1,0.864209
-19.9,2,0.864765
6.163107,3,0.864891
6.886207,3,0.865422
-20.0,1,0.865464
-20.0,1,0.865911
6.879745,3,0.866039
6.876914,3,0.866575
-19.8,3,0.867118
-20.0,1,0.867167
-20.0,1,0.867197
6.861792,3,0.867734
-19.9,2,0.86823
6.917698,3,0.868376
-20.0,1,0.868815
-20.0,1,0.868847
-20.0,1,0.868875
-20.0,1,0.868922
-20.0,1,0.869354
-20.0,1,0.869387
-20.0,1,0.869416
-20.0,1,0.869459
-3.241856,3,0.869976
-20.0,1,0.870007
6.96211,3,0.870518
-20.0,1,0.870573
-20.0,1,0.871024
-20.0,1,0.871061
-19.8,3,0.871586
6.17555,3,0.871692
-20.0,1,0.872119
-20.0,1,0.872155
-20.0,1,0.872185
6.932498,3,0.872718
-20.0,1,0.872762
-20.0,1,0.872791
-19.9,2,0.873291
-20.0,1,0.87334
-20.0,1,0.873366
5.942277,3,0.873881
-20.0,1,0.87391
-20.0,1,0.874345
6.967299,3,0.874424
-20.0,1,0.874869
-20.0,1,0.874901
-20.0,1,0.874945
5.922775,3,0.875423
-20.0,1,0.875453
-20.0,1,0.875479
6.826936,3,0.876019
-20.0,1,0.876048
-20.0,1,0.876475
-20.0,1,0.876508
-20.0,1,0.876562
-20.0,1,0.876593
-20.0,1,0.877011
-19.9,2,0.877116
-20.0,1,0.877172
7.02532,3,0.877682
-20.0,1,0.877718
-20.0,1,0.878151
6.836562,3,0.878305
-20.0,1,0.878738
-20.0,1,0.87877
-20.0,1,0.878797
-20.0,1,0.878841
-19.8,3,0.879304
6.994886,3,0.879849
-20.0,1,0.879888
-20.0,1,0.879937
-20.0,1,0.880366
-20.0,1,0.880398
5.924308,3,0.880891
-20.0,1,0.88094
6.829343,3,0.881504
6.129913,3,0.881634
6.868668,3,0.882167
6.078093,3,0.882679
-20.0,1,0.882709
-20.0,1,0.882735
-7.876565,3,0.883295
-4.707512,3,0.883887
-20.0,1,0.883917
-20.0,1,0.883943
-19.9,2,0.884394
-20.0,1,0.884442
-20.0,1,0.88447
-20.0,1,0.884886
-20.0,1,0.884919
6.929982,3,0.885445
-20.0,1,0.88548
-20.0,1,0.885507
-20.0,1,0.885543
7.142039,3,0.886102
-20.0,1,0.886132
-20.0,1,0.886536
-20.0,1,0.886572
-20.0,1,0.886624
-20.0,1,0.886712
-20.0,1,0.887169
-20.0,1,0.887206
-19.9,2,0.887331
-20.0,1,0.887819
6.025185,3,0.887901
6.924494,3,0.888392
-19.8,3,0.888895
-20.0,1,0.88893
-20.0,1,0.888961
6.917698,3,0.889531
-19.8,3,0.890076
-20.0,1,0.890107
-20.0,1,0.890136
-20.0,1,0.890584
-20.0,1,0.89064
-19.8,3,0.891203
-20.0,1,0.891238
-20.0,1,0.891267
-20.0,1,0.891312
-19.8,3,0.891839
-20.0,1,0.891873
-20.0,1,0.892307
-20.0,1,0.892356
-20.0,1,0.892384
-20.0,1,0.892412
-19.9,2,0.892853
-20.0,1,0.892899
-20.0,1,0.892925
-20.0,1,0.893352
-19.9,2,0.893403
-20.0,1,0.893446
-20.0,1,0.893859
-19.8,3,0.893934
-20.0,1,0.894347
-8.835837,3,0.894549
6.840774,3,0.89504
7.052718,3,0.895497
-20.0,1,0.895529
7.033475,3,0.896065
-20.0,1,0.896094
-20.0,1,0.896119
-20.0,1,0.896532
-20.0,1,0.896586
-20.0,1,0.896615
-20.0,1,0.896643
6.97817,3,0.89719
-20.0,1,0.897248
-19.8,3,0.897706
-20.0,1,0.897744
-20.0,1,0.898146
6.652481,3,0.898237
-20.0,1,0.89865
-20.0,1,0.898687
-20.0,1,0.898716
-20.0,1,0.898764
-3.283049,3,0.899284
-19.8,3,0.899821
-20.0,1,0.899853
-0.876694,3,0.900376
-20.0,1,0.900413
6.897392,3,0.900878
-8.835837,3,0.901436
-20.0,1,0.901494
6.886598,3,0.902065
-7.808928,3,0.902201
-20.0,1,0.902625
-20.0,1,0.902673
6.894106,3,0.903181
7.120755,3,0.903261
-20.0,1,0.903717
-20.0,1,0.903784
8.391799,3,0.904311
-20.0,1,0.904366
-19.8,3,0.904834
6.847372,3,0.904934
-20.0,1,0.905355
-20.0,1,0.905391
-19.8,3,0.905872
-20.0,1,0.905924
7.079299,3,0.90638
-20.0,1,0.906416
-20.0,1,0.906445
-20.0,1,0.906493
-20.0,1,0.906912
6.90787,3,0.907045
-20.0,1,0.907467
-19.8,3,0.907563
-20.0,1,0.907989
-20.0,1,0.908024
-20.0,1,0.908054
-20.0,1,0.908102
6.993783,3,0.908625
-20.0,1,0.908654
-20.0,1,0.909063
-20.0,1,0.909117
-20.0,1,0.909148
-20.0,1,0.909175
-20.0,1,0.909577
-20.0,1,0.909635
5.935566,3,0.910142
-20.0,1,0.910181
-20.0,1,0.91021
6.237245,3,0.910759
-20.0,1,0.91079
-20.0,1,0.910814
-20.0,1,0.911228
-20.0,1,0.911278
6.911182,3,0.911753
-20.0,1,0.911785
-20.0,1,0.91181
7.022383,3,0.912277
-20.0,1,0.912317
-20.0,1,0.912345
-20.0,1,0.912748
-20.0,1,0.91281
-20.0,1,0.912842
-20.0,1,0.912872
-20.0,1,0.913301
6.861033,3,0.913393
-20.0,1,0.91381
6.033828,3,0.91389
-20.0,1,0.914301
-20.0,1,0.914356
6.074408,3,0.914887
-20.0,1,0.914923
-20.0,1,0.914953
-20.0,1,0.915002
-20.0,1,0.915425
-20.0,1,0.915456
6.813706,3,0.915904
-20.0,1,0.915954
-1.714146,3,0.916456
-19.8,3,0.916551
-7.845647,3,0.917101
6.97817,3,0.917743
-20.0,1,0.91778
-20.0,1,0.91781
-20.0,1,0.918235
-20.0,1,0.918284
-20.0,1,0.91831
-20.0,1,0.918335
6.147352,3,0.918854
6.912283,3,0.919416
-20.0,1,0.919445
-20.0,1,0.919471
-20.0,1,0.919875
-19.8,3,0.919964
-20.0,1,0.920409
-20.0,1,0.920466
7.000518,3,0.920927
-20.0,1,0.920987
-7.85802,3,0.921587
8.527558,3,0.921674
-20.0,1,0.9221
7.157531,3,0.92227
-20.0,1,0.922697
-20.0,1,0.922733
-20.0,1,0.922763
5.984089,3,0.923258
-20.0,1,0.923289
-20.0,1,0.923316
-20.0,1,0.923739
-20.0,1,0.923798
-20.0,1,0.923827
-20.0,1,0.923853
-20.0,1,0.924295
-20.0,1,0.924346
6.97817,3,0.924944
-20.0,1,0.924986
-20.0,1,0.925015
-4.649585,3,0.925546
6.96777,3,0.926032
-20.0,1,0.926065
6.876914,3,0.926865
-19.9,2,0.926947
-19.8,3,0.927447
-19.9,2,0.927493
7.030051,3,0.927967
-20.0,1,0.928017
-19.9,2,0.928504
-20.0,1,0.928536
-20.0,1,0.928564
-20.0,1,0.928994
-20.0,1,0.929026
6.955074,3,0.929576
-20.0,1,0.929616
-20.0,1,0.929663
-20.0,1,0.929688
-20.0,1,0.930107
-20.0,1,0.930144
-20.0,1,0.930197
-20.0,1,0.930233
-20.0,1,0.93066
-19.8,3,0.930834
-19.8,3,0.931392
-20.0,1,0.931421
6.895501,3,0.931938
6.915573,3,0.932484
-20.0,1,0.932545
-20.0,1,0.932575
-20.0,1,0.933
6.994324,3,0.933169
-20.0,1,0.933606
-19.9,2,0.933713
-20.0,1,0.933743
8.367795,3,0.934222
-20.0,1,0.934278
-20.0,1,0.9347
-20.0,1,0.934732
-20.0,1,0.934759
-20.0,1,0.934803
-20.0,1,0.935222
-20.0,1,0.935257
-20.0,1,0.935286
-5.450497,3,0.935846
-19.9,2,0.935947
-20.0,1,0.936366
7.034703,3,0.936556
6.88922,3,0.937131
-19.9,2,0.937574
-0.314112,3,0.937802
-20.0,1,0.938244
6.167027,3,0.938396
-20.0,1,0.938811
-20.0,1,0.938849
7.093207,3,0.939453
7.182122,3,0.93961
-20.0,1,0.940027
-19.8,3,0.940149
7.032714,3,0.940617
-20.0,1,0.94067
-19.8,3,0.941184
-20.0,1,0.941214
-20.0,1,0.941641
-20.0,1,0.941699
-20.0,1,0.94173
-19.9,2,0.942243
-20.0,1,0.942276
-20.0,1,0.942328
7.045294,3,0.942816
7.031204,3,0.943343
-20.0,1,0.943375
7.526445,3,0.943898
-20.0,1,0.943932
6.918212,3,0.944435
-19.8,3,0.944502
-20.0,1,0.944919
6.048902,3,0.944992
-20.0,1,0.945401
-8.735727,3,0.945473
-20.0,1,0.945886
-20.0,1,0.945917
-19.9,2,0.945963
-20.0,1,0.946366
6.874866,3,0.946557
6.870025,3,0.947006
-20.0,1,0.947036
-20.0,1,0.947453
-20.0,1,0.947501
-20.0,1,0.947529
-20.0,1,0.947554
6.568669,3,0.94803
6.949554,3,0.94857
-20.0,1,0.948601
6.882731,3,0.949067
-19.9,2,0.949117
-20.0,1,0.949558
6.97817,3,0.949776
6.932702,3,0.950246
-19.9,2,0.950694
6.998339,3,0.950796
-20.0,1,0.951232
-20.0,1,0.951275
-20.0,1,0.951306
-20.0,1,0.951351
-19.9,2,0.951795
6.886342,3,0.952312
-4.596355,3,0.952441
-20.0,1,0.952879
-20.0,1,0.95291
-20.0,1,0.952935
-20.0,1,0.952961
-20.0,1,0.953408
-20.0,1,0.953438
-20.0,1,0.953463
-20.0,1,0.953489
6.85167,3,0.954052
-20.0,1,0.954084
-20.0,1,0.954523
-20.0,1,0.954558
-20.0,1,0.954611
-20.0,1,0.95464
6.960358,3,0.955181
-7.732719,3,0.955725
-20.0,1,0.955786
6.906635,3,0.956327
-20.0,1,0.956361
-20.0,1,0.95639
-19.9,2,0.956871
6.95513,3,0.9574
-20.0,1,0.957433
-20.0,1,0.95746
-20.0,1,0.957508
-20.0,1,0.957944
6.933038,3,0.958022
6.85482,3,0.958538
-20.0,1,0.958586
-20.0,1,0.959013
-20.0,1,0.959051
-20.0,1,0.95908
6.98279,3,0.959651
-20.0,1,0.959686
-20.0,1,0.959715
-20.0,1,0.960133
-20.0,1,0.960189
6.242211,3,0.960659
-3.596823,3,0.960798
-0.158832,3,0.961404
-20.0,1,0.961462
-20.0,1,0.961925
-20.0,1,0.961955
-20.0,1,0.961981
6.968943,3,0.962524
7.063062,3,0.96307
6.937418,3,0.963281
-20.0,1,0.963726
-20.0,1,0.963783
-20.0,1,0.963814
-20.0,1,0.963843
-20.0,1,0.964275
-20.0,1,0.964333
-20.0,1,0.964365
-20.0,1,0.964394
-20.0,1,0.964828
-8.016784,3,0.965028
-20.0,1,0.965454
-20.0,1,0.96549
-20.0,1,0.965518
7.034703,3,0.966124
-20.0,1,0.966163
-20.0,1,0.96619
-20.0,1,0.96661
-20.0,1,0.966668
-7.823179,3,0.967173
-20.0,1,0.967208
-20.0,1,0.967236
-20.0,1,0.967284
-20.0,1,0.967733
6.864271,3,0.967872
-20.0,1,0.968316
-20.0,1,0.968378
-20.0,1,0.968408
-20.0,1,0.968434
-20.0,1,0.968864
-20.0,1,0.968915
-20.0,1,0.968943
-20.0,1,0.96897
6.948423,3,0.9695
-20.0,1,0.969557
-8.855335,3,0.970188
-19.8,3,0.97071
-20.0,1,0.970744
-20.0,1,0.970795
-20.0,1,0.971224
7.098265,3,0.971307
-20.0,1,0.971753
-20.0,1,0.971812
-20.0,1,0.971842
-20.0,1,0.97187
5.922267,3,0.972404
-20.0,1,0.972458
-20.0,1,0.972884
-20.0,1,0.972918
-20.0,1,0.972956
-20.0,1,0.973001
-19.9,2,0.973499
-20.0,1,0.97353
-20.0,1,0.973558
-20.0,1,0.974006
-20.0,1,0.974038
-20.0,1,0.974065
-20.0,1,0.974091
-20.0,1,0.974536
-20.0,1,0.974572
-20.0,1,0.974601
-20.0,1,0.974628
-20.0,1,0.975065
-19.9,2,0.975174
-20.0,1,0.975203
-20.0,1,0.975624
-20.0,1,0.975678
-20.0,1,0.975708
-20.0,1,0.975736
6.927141,3,0.976214
-20.0,1,0.976265
6.97817,3,0.976876
6.885969,3,0.977353
-20.0,1,0.977384
-20.0,1,0.977437
6.86671,3,0.977972
-0.259205,3,0.978553
6.89658,3,0.979067
-20.0,1,0.979122
-20.0,1,0.979152
-20.0,1,0.979181
-19.9,2,0.979656
-20.0,1,0.979706
6.868773,3,0.980171
-4.776389,3,0.980707
-20.0,1,0.98074
-7.845718,3,0.981317
-20.0,1,0.981351
6.951024,3,0.981875
-20.0,1,0.981909
6.870293,3,0.982431
-20.0,1,0.982468
-20.0,1,0.982499
-20.0,1,0.982528
-20.0,1,0.982972
-20.0,1,0.983006
-19.8,3,0.983553
-20.0,1,0.98359
-20.0,1,0.983642
-20.0,1,0.983672
-20.0,1,0.984099
-20.0,1,0.984133
-20.0,1,0.984184
-20.0,1,0.984213
-20.0,1,0.984629
-20.0,1,0.984666
-20.0,1,0.984731
-20.0,1,0.98476
-19.9,2,0.985204
7.197423,3,0.985687
-20.0,1,0.985737
-20.0,1,0.985765
6.919476,3,0.98628
-19.9,2,0.986328
-20.0,1,0.986769
-20.0,1,0.986803
-20.0,1,0.986831
-19.9,2,0.987341
7.011391,3,0.987504
-20.0,1,0.987966
-20.0,1,0.987998
-20.0,1,0.988025
-20.0,1,0.988073
-20.0,1,0.988505
6.807676,3,0.988641
-20.0,1,0.989111
6.826143,3,0.989262
-19.8,3,0.9898
-20.0,1,0.989829
-20.0,1,0.99025
-19.9,2,0.99038
6.851669,3,0.990916
-19.9,2,0.991013
7.004491,3,0.991568
-19.8,3,0.992101
-19.8,3,0.992634
-20.0,1,0.992666
-20.0,1,0.992692
-20.0,1,0.992736
-20.0,1,0.993146
-20.0,1,0.993183
-20.0,1,0.993211
-20.0,1,0.993257
-20.0,1,0.993687
-20.0,1,0.993721
